id;accuracy;altitude;bearing;deviceId;latitude;longitude;speed;timestamp;createdAt;updatedAt
10072;3;31;189.5;358022066432461;18.49612379;-33.86750741;19.85;1509278964777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10073;3;32;187.39999389648438;358022066432461;18.49608836;-33.86768668;19.7;1509278965776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10074;3;32;185.5;358022066432461;18.49606997;-33.86786488;19.69;1509278966777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10075;3;32;183.89999389648438;358022066432461;18.49605703;-33.86804065;19.62;1509278967775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10076;3;32;181.6999969482422;358022066432461;18.49604753;-33.86822345;19.6;1509278968774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10077;3;32;179.8000030517578;358022066432461;18.49604559;-33.86840288;19.44;1509278969775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10078;3;32;179.39999389648438;358022066432461;18.4960468;-33.86858353;19.49;1509278970775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10079;3;32;179.6999969482422;358022066432461;18.49604507;-33.86876102;19.54;1509278971777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10080;3;32;179.6999969482422;358022066432461;18.49605083;-33.8689371;19.52;1509278972777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10081;3;33;179.60000610351562;358022066432461;18.49605083;-33.86911523;19.64;1509278973779;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10082;3;33;179.5;358022066432461;18.49605175;-33.86929395;19.7;1509278974780;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10083;3;34;179.1999969482422;358022066432461;18.49605438;-33.86946746;19.65;1509278975776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10084;3;34;179.1999969482422;358022066432461;18.4960513;-33.86965108;19.71;1509278976773;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10085;3;34;179.3000030517578;358022066432461;18.4960551;-33.86982568;19.74;1509278977776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10086;3;33;179.8000030517578;358022066432461;18.49605854;-33.8699991;19.74;1509278978779;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10087;3;34;181.3000030517578;358022066432461;18.49605102;-33.87017559;19.62;1509278979780;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10088;3;35;183.1999969482422;358022066432461;18.49603435;-33.87035511;19.74;1509278980780;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10089;3;35;184.8000030517578;358022066432461;18.49601648;-33.87053163;19.63;1509278981779;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10090;3;34;186.89999389648438;358022066432461;18.49599336;-33.87070753;19.59;1509278982777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10091;3;34;188.6999969482422;358022066432461;18.49596343;-33.87087367;19.41;1509278983777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10092;3;33;190.5;358022066432461;18.49592158;-33.87104352;19.3;1509278984771;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10093;3;33;192.60000610351562;358022066432461;18.4958717;-33.87122299;19.18;1509278985774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10094;3;33;194.5;358022066432461;18.49581941;-33.87139163;19.17;1509278986780;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10095;3;33;195.60000610351562;358022066432461;18.49576444;-33.87154366;18.82;1509278987773;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10096;3;32;197.8000030517578;358022066432461;18.4956998;-33.87170848;18.68;1509278988773;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10097;3;32;199.1999969482422;358022066432461;18.49563388;-33.87186183;18.45;1509278989776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10098;3;32;201.5;358022066432461;18.49556172;-33.87200684;18.39;1509278990775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10099;3;33;202.8000030517578;358022066432461;18.49548766;-33.87215939;18.23;1509278991775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10100;3;33;204.5;358022066432461;18.4954054;-33.87230505;18.08;1509278992776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10101;3;33;207.39999389648438;358022066432461;18.49531617;-33.87245162;17.79;1509278993774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10102;3;33;210.8000030517578;358022066432461;18.49520659;-33.87259182;17.93;1509278994774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10103;3;33;213.89999389648438;358022066432461;18.49509772;-33.87272535;17.92;1509278995774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10104;3;33;215.5;358022066432461;18.49498638;-33.87285427;17.99;1509278996777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10105;3;33;216.5;358022066432461;18.4948718;-33.87298449;18.08;1509278997772;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10106;3;33;216.6999969482422;358022066432461;18.49475849;-33.87311674;18.14;1509278998776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10107;3;33;217.3000030517578;358022066432461;18.49463814;-33.87324744;18.31;1509278999777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10108;3;33;218.3000030517578;358022066432461;18.4945077;-33.8733859;18.31;1509279000774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10109;3;33;219.8000030517578;358022066432461;18.49438181;-33.87350906;18.17;1509279001775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10110;3;32;221.6999969482422;358022066432461;18.49423715;-33.87363994;18.34;1509279002778;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10111;3;32;222.8000030517578;358022066432461;18.49410193;-33.87375922;18.12;1509279003778;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10112;3;32;223.3000030517578;358022066432461;18.49395721;-33.87388758;18.04;1509279004776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10113;3;32;223.1999969482422;358022066432461;18.49383207;-33.8740016;17.94;1509279005778;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10114;4;32;223.10000610351562;358022066432461;18.49370179;-33.87412107;17.96;1509279006779;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10115;3;32;223.5;358022066432461;18.49356704;-33.8742326;17.96;1509279007777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10116;3;33;223.8000030517578;358022066432461;18.49344534;-33.87434246;17.85;1509279008772;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10117;3;33;223.5;358022066432461;18.49332138;-33.87445671;17.72;1509279009771;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10118;3;33;223.3000030517578;358022066432461;18.49318256;-33.87457479;17.75;1509279010773;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10119;3;34;223.1999969482422;358022066432461;18.49305143;-33.87468794;17.59;1509279011776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10120;3;33;223.10000610351562;358022066432461;18.49291781;-33.87480484;17.52;1509279012774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10121;3;33;222.89999389648438;358022066432461;18.49279103;-33.87491644;17.29;1509279013775;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10122;3;32;223.60000610351562;358022066432461;18.49265828;-33.87502889;17.35;1509279014774;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10123;3;32;223.3000030517578;358022066432461;18.49253329;-33.87513981;17.36;1509279015776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10124;3;33;223.1999969482422;358022066432461;18.49241002;-33.87525187;17.35;1509279016770;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10125;3;33;222.39999389648438;358022066432461;18.49228249;-33.8753676;17.37;1509279017767;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10126;3;33;220.89999389648438;358022066432461;18.49216062;-33.87548523;17.37;1509279018778;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10127;3;32;218.8000030517578;358022066432461;18.49204563;-33.87560901;17.4;1509279019777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10128;3;32;216.5;358022066432461;18.49193627;-33.87573418;17.45;1509279020776;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10129;3;32;214.10000610351562;358022066432461;18.49183134;-33.8758634;17.5;1509279021769;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10130;3;32;212;358022066432461;18.49173032;-33.87599862;17.72;1509279022771;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10131;3;32;210.10000610351562;358022066432461;18.49163651;-33.87613572;17.67;1509279023781;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10132;3;32;207.8000030517578;358022066432461;18.49155736;-33.87626583;17.04;1509279024777;2017-10-29 12:48:58.907+00;2017-10-29 12:48:58.907+00
10133;3;32;205.89999389648438;358022066432461;18.49148076;-33.87640197;16.95;1509279025775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10134;3;33;204;358022066432461;18.49141309;-33.87653823;16.94;1509279026777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10135;3;33;202.5;358022066432461;18.49133717;-33.87668598;17.26;1509279027775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10136;3;33;201.10000610351562;358022066432461;18.49127313;-33.87682893;16.96;1509279028776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10137;3;32;200;358022066432461;18.49119759;-33.87697811;17.03;1509279029778;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10138;3;32;199.1999969482422;358022066432461;18.49114275;-33.87712764;17.1;1509279030776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10139;3;32;198.8000030517578;358022066432461;18.4910826;-33.87727088;17.2;1509279031774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10140;3;32;198.60000610351562;358022066432461;18.49102896;-33.87742227;17.29;1509279032776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10141;3;32;198.1999969482422;358022066432461;18.4909699;-33.87756953;17.38;1509279033776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10142;3;33;196.60000610351562;358022066432461;18.49092035;-33.87771832;17.34;1509279034775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10143;3;33;194.5;358022066432461;18.49087557;-33.87787016;17.35;1509279035777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10144;3;33;191.3000030517578;358022066432461;18.49083511;-33.87802655;17.33;1509279036776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10145;3;32;188.1999969482422;358022066432461;18.49081001;-33.878177;17.08;1509279037777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10146;3;32;185.60000610351562;358022066432461;18.49079205;-33.87833175;17.34;1509279038777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10147;3;33;183.3000030517578;358022066432461;18.4907831;-33.87848969;17.49;1509279039778;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10148;3;33;180.6999969482422;358022066432461;18.49078854;-33.87864212;17.32;1509279040771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10149;3;33;178.3000030517578;358022066432461;18.49079537;-33.87879448;17.22;1509279041773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10150;3;34;175;358022066432461;18.49080942;-33.8789539;17.05;1509279042779;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10151;3;34;174;358022066432461;18.49083343;-33.87910832;17.43;1509279043776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10152;3;34;172.60000610351562;358022066432461;18.49085526;-33.87926481;17;1509279044777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10153;3;35;172.39999389648438;358022066432461;18.49088123;-33.87941313;16.81;1509279045774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10154;3;35;172.60000610351562;358022066432461;18.49090207;-33.87956117;16.52;1509279046774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10155;3;35;172.6999969482422;358022066432461;18.49092345;-33.87970396;16.26;1509279047774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10156;3;35;172.39999389648438;358022066432461;18.49094448;-33.8798506;15.97;1509279048774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10157;3;34;172.5;358022066432461;18.49096602;-33.87998924;15.66;1509279049775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10158;3;34;172.39999389648438;358022066432461;18.49099034;-33.8801246;15.33;1509279050774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10159;3;35;172.3000030517578;358022066432461;18.49100956;-33.88026012;15.04;1509279051769;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10160;3;35;172.60000610351562;358022066432461;18.49102983;-33.88039161;14.75;1509279052774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10161;3;35;172.6999969482422;358022066432461;18.49105105;-33.88052123;14.35;1509279053775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10162;3;35;172.60000610351562;358022066432461;18.49107106;-33.88064754;13.91;1509279054777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10163;3;35;172.60000610351562;358022066432461;18.49108743;-33.88076728;13.48;1509279055773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10164;3;34;172.10000610351562;358022066432461;18.49110395;-33.88087951;12.88;1509279056774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10165;3;34;172.10000610351562;358022066432461;18.49112333;-33.88098536;12.12;1509279057776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10166;3;34;171.60000610351562;358022066432461;18.49114305;-33.8810837;11.22;1509279058776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10167;3;35;171.39999389648438;358022066432461;18.49115869;-33.88117566;10.59;1509279059771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10168;3;35;171.3000030517578;358022066432461;18.49117132;-33.88126415;10.15;1509279060772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10169;3;36;171.5;358022066432461;18.49118505;-33.88135235;9.82;1509279061775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10170;3;36;171.8000030517578;358022066432461;18.49120206;-33.8814357;9.24;1509279062776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10171;3;36;172.10000610351562;358022066432461;18.49120988;-33.88151261;8.67;1509279063775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10172;3;36;172.6999969482422;358022066432461;18.49121985;-33.88158395;8.09;1509279064776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10173;3;36;172.89999389648438;358022066432461;18.4912325;-33.88164948;7.39;1509279065774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10174;3;36;172.39999389648438;358022066432461;18.49124087;-33.88170708;6.6;1509279066775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10175;3;36;172.8000030517578;358022066432461;18.49125256;-33.88175759;5.67;1509279067774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10176;3;36;171.6999969482422;358022066432461;18.49126292;-33.8818244;3.42;1509279069770;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10177;3;37;172.60000610351562;358022066432461;18.49126356;-33.88187989;2.93;1509279071776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10178;3;37;172.3000030517578;358022066432461;18.49127421;-33.88195914;4.79;1509279073774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10179;3;37;172.39999389648438;358022066432461;18.4912813;-33.88201205;5.66;1509279074774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10180;3;37;172;358022066432461;18.49128995;-33.88206948;6.29;1509279075771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10181;3;37;171.8000030517578;358022066432461;18.49130059;-33.88213255;6.79;1509279076773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10182;3;37;171.39999389648438;358022066432461;18.49131358;-33.88219718;7.03;1509279077776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10183;3;37;170.6999969482422;358022066432461;18.49132468;-33.88225859;6.82;1509279078776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10184;3;38;170.60000610351562;358022066432461;18.49133783;-33.88231974;6.7;1509279079775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10185;3;38;170.6999969482422;358022066432461;18.49134859;-33.88237623;6.39;1509279080775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10186;3;37;172.3000030517578;358022066432461;18.49136094;-33.88244039;3.41;1509279082775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10187;3;37;175;358022066432461;18.49137085;-33.88249133;2.99;1509279084772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10188;3;37;174.3000030517578;358022066432461;18.49137971;-33.88257127;4.79;1509279086775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10189;3;37;173.6999969482422;358022066432461;18.49138531;-33.88262653;6.12;1509279087775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10190;3;36;172.89999389648438;358022066432461;18.49139215;-33.88269731;7.51;1509279088775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10191;3;37;172.60000610351562;358022066432461;18.49140143;-33.88278132;8.9;1509279089776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10192;3;37;172.1999969482422;358022066432461;18.49142137;-33.88287341;10.4;1509279090775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10193;3;37;172.1999969482422;358022066432461;18.49143743;-33.88296936;10.58;1509279091772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10194;3;37;173.10000610351562;358022066432461;18.49145208;-33.88306541;10.81;1509279092773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10195;3;36;173.5;358022066432461;18.49146712;-33.88317211;11.88;1509279093772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10196;3;36;174.6999969482422;358022066432461;18.49148006;-33.88328939;13.05;1509279094774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10197;3;36;176.8000030517578;358022066432461;18.4914878;-33.88341658;14.14;1509279095772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10198;3;36;178.10000610351562;358022066432461;18.49149464;-33.8835519;14.82;1509279096776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10199;3;37;180.8000030517578;358022066432461;18.49148688;-33.88369308;15.53;1509279097773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10200;3;37;182.1999969482422;358022066432461;18.49148157;-33.88383143;15.31;1509279098775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10201;3;37;183.5;358022066432461;18.49147132;-33.88397029;15.4;1509279099774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10202;3;37;186.10000610351562;358022066432461;18.49145236;-33.88411728;15.85;1509279100773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10203;3;38;188.10000610351562;358022066432461;18.49142499;-33.88426581;16.18;1509279101774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10204;3;37;189.60000610351562;358022066432461;18.49139813;-33.88440552;16.33;1509279102776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10205;3;39;191.60000610351562;358022066432461;18.4913405;-33.88457708;16.43;1509279103776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10206;3;39;193.3000030517578;358022066432461;18.49129781;-33.88472031;16.47;1509279104777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10207;3;37;194;358022066432461;18.49126486;-33.88485122;16.54;1509279105776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10208;3;37;194.3000030517578;358022066432461;18.49122479;-33.88499239;16.62;1509279106776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10209;3;37;194.3000030517578;358022066432461;18.49118368;-33.88513581;16.65;1509279107772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10210;3;37;194.5;358022066432461;18.49114002;-33.88528101;16.67;1509279108774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10211;3;37;194.60000610351562;358022066432461;18.49108804;-33.88543263;16.68;1509279109776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10212;3;37;194.6999969482422;358022066432461;18.49104276;-33.88557658;16.73;1509279110775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10213;3;36;194.60000610351562;358022066432461;18.49100134;-33.88572111;16.78;1509279111776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10214;3;35;194.60000610351562;358022066432461;18.4909465;-33.88586326;16.84;1509279112777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10215;3;35;194.6999969482422;358022066432461;18.49090469;-33.88600825;16.88;1509279113775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10216;3;35;195.10000610351562;358022066432461;18.49085819;-33.88615591;16.88;1509279114776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10217;3;36;196.5;358022066432461;18.49080546;-33.88630296;16.95;1509279115773;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10218;3;35;198.8000030517578;358022066432461;18.490744;-33.88644493;16.94;1509279116772;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10219;3;36;201.1999969482422;358022066432461;18.4906781;-33.88659011;16.93;1509279117777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10220;3;35;203.89999389648438;358022066432461;18.4906054;-33.88672723;16.88;1509279118776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10221;3;35;206.39999389648438;358022066432461;18.49052351;-33.88686209;16.77;1509279119777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10222;3;35;209.10000610351562;358022066432461;18.49043011;-33.8869956;16.93;1509279120776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10223;3;36;211.1999969482422;358022066432461;18.4903385;-33.88712386;16.8;1509279121776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10224;3;36;213.1999969482422;358022066432461;18.49023803;-33.88724775;16.65;1509279122776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10225;3;36;215.89999389648438;358022066432461;18.49013205;-33.88737131;16.65;1509279123774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10226;3;36;219;358022066432461;18.49001795;-33.88748593;16.68;1509279124778;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10227;3;35;221.1999969482422;358022066432461;18.48989855;-33.88759997;16.64;1509279125811;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10228;3;35;222.6999969482422;358022066432461;18.48977718;-33.8877109;16.58;1509279126775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10229;3;35;224.39999389648438;358022066432461;18.48964982;-33.88781528;16.6;1509279127777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10230;3;35;225.3000030517578;358022066432461;18.48951888;-33.88791997;16.64;1509279128775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10231;3;35;225.89999389648438;358022066432461;18.48938474;-33.88802369;16.81;1509279129776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10232;3;36;226.10000610351562;358022066432461;18.48926056;-33.88812884;16.9;1509279130775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10233;3;36;225.89999389648438;358022066432461;18.48912906;-33.88823866;16.9;1509279131771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10234;3;36;226;358022066432461;18.48899139;-33.88834081;16.78;1509279132771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10235;3;36;226.10000610351562;358022066432461;18.48886087;-33.88844521;16.71;1509279133777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10236;3;36;226;358022066432461;18.48873878;-33.88854578;16.43;1509279134777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10237;3;36;226.3000030517578;358022066432461;18.48860775;-33.88864789;16.48;1509279135778;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10238;3;37;225.89999389648438;358022066432461;18.48848606;-33.88875661;16.5;1509279136777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10239;3;37;226;358022066432461;18.48834633;-33.88886041;16.6;1509279137776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10240;3;37;225.89999389648438;358022066432461;18.48822076;-33.88896387;16.37;1509279138776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10241;3;38;226;358022066432461;18.48809939;-33.88906233;16.01;1509279139774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10242;3;37;226;358022066432461;18.48798339;-33.88916021;15.4;1509279140768;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10243;3;37;226;358022066432461;18.48786709;-33.8892527;14.54;1509279141774;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10244;3;37;226.10000610351562;358022066432461;18.48777437;-33.88933105;13.65;1509279142777;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10245;3;37;226.10000610351562;358022066432461;18.48767114;-33.88941379;12.7;1509279143776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10246;3;36;225.1999969482422;358022066432461;18.48758785;-33.88948004;11.66;1509279144776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10247;3;35;225.6999969482422;358022066432461;18.48750575;-33.88954549;10.87;1509279145776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10248;3;35;226;358022066432461;18.48742732;-33.88961123;10.28;1509279146776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10249;3;35;226.3000030517578;358022066432461;18.48733965;-33.88967671;9.92;1509279147771;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10250;3;35;228.5;358022066432461;18.48725292;-33.88974141;10.1;1509279148775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10251;3;36;230.6999969482422;358022066432461;18.48716654;-33.88979813;10.53;1509279149775;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
10252;3;34;231.6999969482422;358022066432461;18.48707683;-33.88984604;10.31;1509279150776;2017-10-29 12:49:02.653+00;2017-10-29 12:49:02.653+00
